23.0,-31.0,0.0,1298709780720
23.0,-32.0,1.0,1298709780804
23.0,-32.0,0.0,1298709780841
24.0,-31.0,0.0,1298709780888
24.0,-32.0,1.0,1298709780924
25.0,-31.0,0.0,1298709780965
25.0,-32.0,0.0,1298709781003
25.0,-32.0,1.0,1298709781041
25.0,-32.0,0.0,1298709781115
25.0,-31.0,0.0,1298709781152
25.0,-32.0,0.0,1298709781226
25.0,-32.0,1.0,1298709781264
25.0,-31.0,1.0,1298709781338
25.0,-32.0,1.0,1298709781376
25.0,-33.0,1.0,1298709781414
25.0,-32.0,1.0,1298709781454
25.0,-31.0,1.0,1298709781490
25.0,-33.0,1.0,1298709781527
25.0,-32.0,2.0,1298709781564
25.0,-31.0,2.0,1298709781602
25.0,-32.0,1.0,1298709781640
25.0,-32.0,2.0,1298709781716
25.0,-32.0,1.0,1298709781756
25.0,-32.0,2.0,1298709781794
25.0,-32.0,1.0,1298709781833
25.0,-32.0,2.0,1298709781871
25.0,-31.0,2.0,1298709781920
26.0,-31.0,2.0,1298709781958
26.0,-28.0,3.0,1298709781996
26.0,-29.0,3.0,1298709782034
26.0,-29.0,2.0,1298709782072
26.0,-31.0,2.0,1298709782109
26.0,-31.0,3.0,1298709782148
26.0,-29.0,3.0,1298709782186
26.0,-30.0,3.0,1298709782225
26.0,-30.0,2.0,1298709782262
26.0,-31.0,2.0,1298709782300
26.0,-30.0,1.0,1298709782380
26.0,-29.0,2.0,1298709782456
25.0,-30.0,3.0,1298709782495
25.0,-30.0,1.0,1298709782532
25.0,-29.0,-1.0,1298709782573
25.0,-30.0,-2.0,1298709782613
25.0,-30.0,-1.0,1298709782658
25.0,-30.0,-3.0,1298709782698
24.0,-31.0,-3.0,1298709782744
23.0,-32.0,-2.0,1298709782786
23.0,-30.0,-3.0,1298709782825
22.0,-30.0,-4.0,1298709782901
21.0,-32.0,-4.0,1298709782940
20.0,-32.0,-4.0,1298709782977
19.0,-31.0,-3.0,1298709783015
15.0,-32.0,-2.0,1298709783053
14.0,-31.0,-2.0,1298709783178
14.0,-30.0,-4.0,1298709783190
14.0,-33.0,-5.0,1298709783194
14.0,-35.0,-6.0,1298709783203
13.0,-32.0,-5.0,1298709783240
12.0,-32.0,-4.0,1298709783278
11.0,-33.0,-5.0,1298709783316
11.0,-34.0,-6.0,1298709783354
11.0,-36.0,-7.0,1298709783392
11.0,-35.0,-7.0,1298709783429
10.0,-33.0,-7.0,1298709783466
10.0,-34.0,-7.0,1298709783508
9.0,-35.0,-7.0,1298709783545
8.0,-35.0,-6.0,1298709783588
7.0,-34.0,-6.0,1298709783628
6.0,-34.0,-7.0,1298709783671
6.0,-35.0,-8.0,1298709783717
6.0,-36.0,-8.0,1298709783794
6.0,-35.0,-7.0,1298709783835
6.0,-34.0,-7.0,1298709783875
6.0,-35.0,-8.0,1298709783915
6.0,-35.0,-9.0,1298709783953
6.0,-35.0,-10.0,1298709783991
6.0,-35.0,-9.0,1298709784030
6.0,-35.0,-8.0,1298709784105
6.0,-34.0,-7.0,1298709784143
6.0,-36.0,-9.0,1298709784218
6.0,-35.0,-9.0,1298709784259
6.0,-34.0,-8.0,1298709784297
6.0,-35.0,-8.0,1298709784334
6.0,-34.0,-8.0,1298709784408
6.0,-35.0,-8.0,1298709784446
6.0,-34.0,-8.0,1298709784521
6.0,-35.0,-9.0,1298709784596
6.0,-34.0,-9.0,1298709784634
6.0,-33.0,-7.0,1298709784672
6.0,-35.0,-8.0,1298709784709
6.0,-34.0,-7.0,1298709784785
6.0,-35.0,-7.0,1298709784823
6.0,-34.0,-8.0,1298709784861
6.0,-34.0,-7.0,1298709784897
6.0,-34.0,-8.0,1298709784934
6.0,-35.0,-8.0,1298709785009
6.0,-34.0,-7.0,1298709785046
6.0,-35.0,-8.0,1298709785142
6.0,-34.0,-8.0,1298709785143
6.0,-33.0,-8.0,1298709785185
7.0,-33.0,-7.0,1298709785212
7.0,-32.0,-6.0,1298709785250
7.0,-35.0,-8.0,1298709785287
7.0,-33.0,-8.0,1298709785324
7.0,-35.0,-7.0,1298709785361
7.0,-36.0,-8.0,1298709785402
7.0,-35.0,-8.0,1298709785455
7.0,-33.0,-8.0,1298709785478
7.0,-34.0,-6.0,1298709785516
7.0,-33.0,-5.0,1298709785560
