15.491307377815247,45.93142926692963,154.1796
15.491183996200562,45.93140244483948,165.1796
15.491124987602234,45.93135952949524,164.1796
15.491023063659668,45.93133807182312,163.1796
15.491039156913757,45.93134880065918,163.1796
15.491055250167847,45.93134343624115,162.1796
15.491071343421936,45.93134343624115,161.1796
15.491098165512085,45.93134880065918,160.1796
15.491124987602234,45.93135952949524,159.1796
15.491135716438293,45.93136489391327,158.1796
15.491157174110413,45.9313702583313,157.1796
15.491167902946472,45.93137562274933,157.1796
15.491178631782532,45.93138098716736,156.1796
15.491194725036621,45.93138098716736,156.1796
15.49120545387268,45.93138635158539,155.1796
15.49120545387268,45.93139708042145,154.1796
15.491183996200562,45.93140780925751,155.1796
15.491167902946472,45.93140780925751,154.1796
15.491296648979187,45.93126833438873,155.1796
15.49146831035614,45.93110740184784,154.1796
15.491693615913391,45.93128979206085,153.1796
15.491393208503723,45.93134880065918,153.1796
15.491387844085693,45.93135952949524,154.1796
15.491377115249634,45.9313702583313,154.1796
15.491366386413574,45.93137562274933,156.1796
15.491323471069336,45.93135416507721,157.1796
15.491296648979187,45.93134343624115,156.1796
15.491280555725098,45.93133807182312,156.1796
