-0.08172209,4.903325,8.008764,1298709780720
-0.040861044,4.8216033,7.9270425,1298709780764
0.14982383,4.862464,7.7363577,1298709780805
-0.0,4.944186,8.049625,1298709780842
0.040861044,4.903325,8.19945,1298709780890
0.08172209,5.053149,8.008764,1298709780927
-0.040861044,5.012288,8.240311,1298709780966
0.040861044,4.9850473,8.049625,1298709781003
0.10896278,4.944186,7.9679036,1298709781042
0.14982383,4.944186,7.9270425,1298709781079
-0.0,5.09401,8.158588,1298709781115
-0.08172209,5.09401,8.349273,1298709781153
-0.0,5.053149,8.349273,1298709781189
0.040861044,5.09401,8.240311,1298709781226
0.08172209,5.053149,8.117727,1298709781265
0.08172209,5.012288,8.117727,1298709781302
0.08172209,4.9850473,8.19945,1298709781339
0.08172209,5.053149,8.008764,1298709781376
0.10896278,5.053149,7.6954966,1298709781427
0.08172209,4.9850473,8.076866,1298709781454
0.14982383,5.053149,8.267551,1298709781491
0.19068487,5.134871,8.008764,1298709781528
0.29964766,4.9850473,8.008764,1298709781564
0.29964766,4.944186,8.076866,1298709781604
0.14982383,5.012288,8.049625,1298709781641
0.23154591,4.944186,7.8589406,1298709781679
0.27240697,4.9850473,7.9270425,1298709781717
0.23154591,5.09401,8.076866,1298709781758
0.29964766,5.012288,7.9679036,1298709781794
0.19068487,5.053149,7.9270425,1298709781833
0.29964766,4.9850473,7.8180795,1298709781872
0.29964766,4.8216033,7.8861814,1298709781920
0.27240697,4.862464,8.076866,1298709781958
0.5720546,4.5628166,8.539958,1298709781997
0.53119355,4.630918,8.471856,1298709782034
0.3405087,4.7126403,8.390134,1298709782072
0.3405087,4.8216033,8.076866,1298709782109
0.46309182,4.8216033,8.049625,1298709782149
0.46309182,4.7535014,8.390134,1298709782187
0.53119355,4.7535014,8.240311,1298709782225
0.3405087,4.7535014,8.117727,1298709782263
0.27240697,4.7535014,7.9679036,1298709782300
0.38136974,4.7126403,7.7772183,1298709782342
0.14982383,4.7943625,8.19945,1298709782380
0.14982383,4.7535014,8.390134,1298709782418
0.27240697,4.671779,8.390134,1298709782457
0.42223078,4.8216033,8.308413,1298709782495
0.23154591,4.862464,8.539958,1298709782541
-0.14982383,4.862464,8.662541,1298709782575
-0.27240697,4.7535014,8.240311,1298709782613
-0.10896278,4.630918,7.9270425,1298709782659
-0.46309182,4.8216033,8.19945,1298709782703
-0.42223078,4.903325,8.158588,1298709782744
-0.27240697,4.862464,7.8861814,1298709782787
-0.42223078,4.7943625,8.267551,1298709782827
-0.5720546,4.7943625,8.390134,1298709782865
-0.6537767,4.671779,8.008764,1298709782902
-0.6537767,4.862464,7.7772183,1298709782946
-0.6946377,4.9850473,8.008764,1298709782977
-0.5720546,4.903325,8.158588,1298709783016
-0.38136974,4.944186,8.049625,1298709783178
-0.38136974,4.903325,8.267551,1298709783188
-0.7218784,4.903325,8.62168,1298709783191
-0.84446156,5.012288,7.7772183,1298709783197
-0.9942854,5.243834,7.3549876,1298709783204
-0.8036005,5.012288,8.076866,1298709783240
-0.7218784,5.134871,8.158588,1298709783279
-0.7627395,5.2165933,7.9679036,1298709783317
-0.9942854,5.243834,7.6546354,1298709783354
-1.1168685,5.284695,7.3141265,1298709783393
-1.1168685,5.325556,7.6546354,1298709783429
-1.1441092,5.284695,8.049625,1298709783467
-1.2666923,5.407278,8.049625,1298709783509
-1.1441092,5.5162406,7.8180795,1298709783545
-0.9942854,5.407278,7.7363577,1298709783589
-1.0351465,5.284695,7.8589406,1298709783628
-1.1441092,5.2165933,7.7772183,1298709783671
-1.3075534,5.407278,7.6546354,1298709783717
-1.3075534,5.434519,7.6546354,1298709783754
-1.2258313,5.407278,7.43671,1298709783794
-1.1168685,5.366417,7.504812,1298709783835
-1.1441092,5.134871,7.5865335,1298709783878
-1.334794,5.366417,7.6546354,1298709783915
-1.5390993,5.5162406,7.6546354,1298709783954
-1.6480621,5.597963,7.8180795,1298709783991
-1.56634,5.597963,7.9270425,1298709784031
-1.4982382,5.5571017,7.7363577,1298709784068
-1.334794,5.407278,7.5865335,1298709784105
-1.1441092,5.2165933,7.6273947,1298709784143
-1.1849703,5.2165933,7.5865335,1298709784181
-1.4573772,5.47538,7.4639506,1298709784218
-1.5390993,5.5162406,7.7363577,1298709784260
-1.4165162,5.434519,7.8861814,1298709784297
-1.3756552,5.434519,7.6954966,1298709784334
-1.334794,5.366417,7.5865335,1298709784371
-1.3756552,5.325556,7.6273947,1298709784409
-1.3756552,5.407278,7.6546354,1298709784446
-1.334794,5.47538,7.6954966,1298709784484
-1.2666923,5.366417,7.8180795,1298709784522
-1.2666923,5.325556,7.6546354,1298709784558
-1.4165162,5.407278,7.504812,1298709784597
-1.4573772,5.366417,7.7772183,1298709784634
-1.2258313,5.2165933,7.9270425,1298709784672
-1.334794,5.434519,7.5456724,1298709784709
-1.2666923,5.47538,7.6273947,1298709784748
-1.1849703,5.284695,7.8861814,1298709784785
-1.2258313,5.407278,7.7363577,1298709784823
-1.2666923,5.407278,7.7772183,1298709784861
-1.2258313,5.325556,7.7772183,1298709784897
-1.3075534,5.325556,7.8180795,1298709784935
-1.2666923,5.325556,7.6546354,1298709784972
-1.2666923,5.366417,7.6546354,1298709785009
-1.2258313,5.284695,7.8180795,1298709785047
-1.334794,5.407278,7.6546354,1298709785142
-1.2666923,5.366417,7.8589406,1298709785143
-1.334794,5.366417,8.008764,1298709785185
-1.3075534,5.407278,8.308413,1298709785213
-1.0760075,5.243834,8.390134,1298709785250
-1.2258313,5.284695,7.4639506,1298709785287
-1.2258313,5.09401,7.6273947,1298709785325
-1.1168685,5.284695,7.43671,1298709785361
-1.2666923,5.407278,7.273266,1298709785402
-1.2666923,5.366417,7.5456724,1298709785455
-1.2666923,5.325556,7.9679036,1298709785479
-1.0760075,5.325556,7.8589406,1298709785520
-0.88532263,5.175732,7.8589406,1298709785560
-0.88532263,5.134871,7.7363577,1298709785598
-0.9942854,5.175732,7.9679036,1298709785639
-0.9942854,5.325556,8.117727,1298709785679
-0.92618364,5.284695,7.8861814,1298709785720
-0.88532263,5.2165933,8.049625,1298709785774
-0.92618364,5.053149,8.049625,1298709785808
-0.88532263,5.134871,7.5865335,1298709785832
-0.88532263,5.134871,7.7363577,1298709785869
-0.8036005,5.053149,8.158588,1298709785905
-0.7627395,5.053149,8.008764,1298709785941
-0.8036005,5.09401,7.8589406,1298709785977
-0.84446156,5.134871,8.076866,1298709786014
-0.84446156,5.012288,8.19945,1298709786050
-0.8036005,5.053149,7.8180795,1298709786086
-0.8036005,5.012288,7.8589406,1298709786123
-0.84446156,5.053149,7.8861814,1298709786159
-0.8036005,5.09401,8.008764,1298709786195
-0.88532263,5.09401,8.076866,1298709786232
-0.92618364,5.134871,7.9270425,1298709786269
-1.0351465,5.2165933,7.8861814,1298709786305
-0.88532263,5.134871,8.049625,1298709786341
-0.88532263,5.053149,8.076866,1298709786377
-0.8036005,5.053149,7.9270425,1298709786413
-0.6946377,5.053149,7.7772183,1298709786450
-0.7627395,5.09401,7.8861814,1298709786487
-0.7218784,5.134871,8.008764,1298709786523
-0.7627395,5.134871,7.8861814,1298709786560
-0.8036005,5.09401,7.8589406,1298709786607
-0.92618364,5.09401,8.049625,1298709786640
-0.84446156,5.134871,8.049625,1298709786671
-0.8036005,5.09401,8.049625,1298709786707
-0.84446156,5.09401,7.8861814,1298709786744
-0.84446156,5.053149,7.8861814,1298709786781
-0.84446156,5.012288,7.9270425,1298709786816
-0.7627395,5.012288,8.158588,1298709786855
-0.7627395,5.053149,8.117727,1298709786891
-0.8036005,5.09401,7.9270425,1298709786928
-0.7627395,5.09401,7.8180795,1298709786964
-0.8036005,4.944186,7.9270425,1298709787000
-0.84446156,5.012288,8.19945,1298709787038
-0.7627395,5.175732,7.8861814,1298709787073
-0.7627395,5.175732,7.6954966,1298709787109
-0.7627395,4.862464,8.049625,1298709787145
-0.84446156,4.944186,8.19945,1298709787181
-1.0351465,5.243834,8.158588,1298709787218
-0.84446156,5.134871,7.9270425,1298709787257
-1.0351465,5.09401,8.008764,1298709787291
-0.84446156,5.175732,8.076866,1298709787328
-0.27240697,4.944186,8.117727,1298709787364
-0.08172209,4.7535014,8.076866,1298709787401
-0.42223078,4.903325,7.9270425,1298709787438
-0.313268,4.7535014,7.9270425,1298709787474
-0.3405087,4.7943625,8.008764,1298709787532
-1.1441092,4.862464,8.158588,1298709787547
-1.0351465,5.053149,8.158588,1298709787583
-0.61291564,4.8216033,8.349273,1298709787620
-0.6537767,4.944186,8.049625,1298709787660
-0.46309182,4.8216033,8.267551,1298709787694
-0.42223078,4.5628166,8.008764,1298709787730
-1.0760075,5.09401,8.008764,1298709787767
-0.9942854,4.9850473,8.158588,1298709787803
-0.50395286,4.7535014,8.349273,1298709787840
-0.50395286,4.8216033,8.240311,1298709787876
-0.88532263,4.8216033,8.539958,1298709788081
-0.61291564,4.7943625,8.049625,1298709788087
-0.53119355,4.630918,7.8180795,1298709788088
-0.50395286,4.2495484,8.076866,1298709788088
-0.8036005,4.0588636,8.853226,1298709788089
-0.7627395,3.8273177,9.193735,1298709788107
-0.9942854,3.9499009,8.921328,1298709788138
-1.0351465,4.399372,8.499097,1298709788174
-0.84446156,4.3312707,8.308413,1298709788211
-1.1849703,4.372132,8.267551,1298709788247
-1.1441092,4.7943625,7.8861814,1298709788285
-0.8036005,4.7126403,7.7363577,1298709788319
-1.1441092,4.944186,7.7772183,1298709788355
-1.1849703,5.09401,7.8861814,1298709788391
-0.7218784,5.175732,7.9270425,1298709788428
-0.7218784,5.134871,7.8861814,1298709788464
-1.2258313,5.325556,7.8180795,1298709788500
-1.1441092,5.366417,7.8589406,1298709788536
-0.84446156,5.175732,7.7363577,1298709788573
-1.0351465,5.2165933,7.6546354,1298709788609
-1.6889231,5.134871,7.8861814,1298709788645
