15.491307377815247,45.93142926692963,200.0
15.491183996200562,45.93140244483948,211.0
15.491124987602234,45.93135952949524,210.0
15.491023063659668,45.93133807182312,209.0
15.491039156913757,45.93134880065918,209.0
15.491055250167847,45.93134343624115,208.0
15.491071343421936,45.93134343624115,207.0
15.491098165512085,45.93134880065918,206.0
15.491124987602234,45.93135952949524,205.0
15.491135716438293,45.93136489391327,204.0
15.491157174110413,45.9313702583313,203.0
15.491167902946472,45.93137562274933,203.0
15.491178631782532,45.93138098716736,202.0
15.491194725036621,45.93138098716736,202.0
15.49120545387268,45.93138635158539,201.0
15.49120545387268,45.93139708042145,200.0
15.491183996200562,45.93140780925751,201.0
15.491167902946472,45.93140780925751,200.0
15.491296648979187,45.93126833438873,201.0
15.49146831035614,45.93110740184784,200.0
15.491693615913391,45.93128979206085,199.0
15.491393208503723,45.93134880065918,199.0
15.491387844085693,45.93135952949524,200.0
15.491377115249634,45.9313702583313,200.0
15.491366386413574,45.93137562274933,202.0
15.491323471069336,45.93135416507721,203.0
15.491296648979187,45.93134343624115,202.0
15.491280555725098,45.93133807182312,202.0
